Product Name,Total Sales,Rank,% of Total Sales
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,137.17,1257,0.01
Avery 476,137.11599999999999,1258,0.01
Riverleaf Stik-Withit Designer Note Cubes,136.816,1259,0.01
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",136.728,1260,0.01
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.464,1261,0.01
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",136.44,1262,0.01
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",136.344,1263,0.01
Xerox 1947,136.344,1263,0.01
Stiletto Hand Letter Openers,136.32,1265,0.01
Memorex Froggy Flash Drive 4 GB,136.276,1266,0.01
Avery Metallic Poly Binders,135.80100000000002,1267,0.01
"Eldon 200 Class Desk Accessories, Burgundy",135.648,1268,0.01
Xerox 222,134.784,1269,0.01
Wilson Jones Impact Binders,134.68,1270,0.01
Fellowes Presentation Covers for Comb Binding Machines,133.86,1271,0.01
Xerox 1959,133.6,1272,0.01
Eldon 200 Class Desk Accessories,133.136,1273,0.01
OtterBox Defender Series Case - iPhone 5c,133.128,1274,0.01
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",132.888,1275,0.01
Hewlett-Packard 300S Scientific Calculator,131.1,1276,0.01
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",131.097,1277,0.01
Xerox 1977,130.928,1278,0.01
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),129.168,1279,0.01
Harmony HEPA Quiet Air Purifiers,128.7,1280,0.01
OIC Binder Clips,128.164,1281,0.01
Newell 325,128.03,1282,0.01
PowerGen Dual USB Car Charger,127.87200000000001,1283,0.01
Newell 347,127.54400000000001,1284,0.01
Xerox 230,127.008,1285,0.01
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,126.36000000000001,1286,0.01
"Wirebound Service Call Books, 5 1/2"" x 4""",125.84,1287,0.01
DAX Cubicle Frames - 8x10,125.786,1288,0.01
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",125.172,1289,0.01
Dell Slim USB Multimedia Keyboard,125.0,1290,0.01
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",124.8,1291,0.01
Deflect-O Glasstique Clear Desk Accessories,124.74,1292,0.01
Xerox 1928,124.608,1293,0.01
"DXL Angle-View Binders with Locking Rings, Black",124.592,1294,0.01
"6"" Cubicle Wall Clock, Black",124.586,1295,0.01
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,124.488,1296,0.01
Xerox 21,124.416,1297,0.01
Avery Hi-Liter Smear-Safe Highlighters,123.80799999999999,1298,0.01
"BIC Brite Liner Highlighters, Chisel Tip",123.12,1299,0.01
VariCap6 Expandable Binder,122.83,1300,0.01
Xerox 1907,122.8,1301,0.01
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",122.18,1302,0.01
Xerox 1995,121.82400000000001,1303,0.01
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",121.392,1304,0.01
Avery 519,121.34599999999999,1305,0.01
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",121.296,1306,0.01
Crayola Colored Pencils,120.70400000000001,1307,0.01
Xerox 227,120.528,1308,0.01
Xerox 232,120.52799999999999,1309,0.01
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",119.97,1310,0.01
Cardinal Slant-D Ring Binders,119.922,1311,0.01
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,1312,0.01
DAX Clear Channel Poster Frame,119.556,1313,0.01
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,119.508,1314,0.01
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",119.21,1315,0.01
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",118.72,1316,0.01
Newell 314,118.296,1317,0.01
"Wilson Jones 1"" Hanging DublLock Ring Binders",117.744,1318,0.01
"SlimView Poly Binder, 3/8""",117.58599999999998,1319,0.01
"Electrix Incandescent Magnifying Lamp, Black",117.28,1320,0.01
Strathmore Photo Frame Cards,116.96000000000001,1321,0.01
Avery Hole Reinforcements,116.501,1322,0.01
"Avery Durable Plastic 1"" Binders",116.224,1323,0.01
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",115.434,1324,0.01
Avery Printable Repositionable Plastic Tabs,115.24000000000001,1325,0.01
Longer-Life Soft White Bulbs,115.192,1326,0.01
Wilson Jones Active Use Binders,115.024,1327,0.01
Xerox 1949,114.54,1328,0.0
Xerox 1971,113.84800000000001,1329,0.0
Avery File Folder Labels,113.472,1330,0.0
DAX Solid Wood Frames,113.332,1331,0.0
Akro-Mils 12-Gallon Tote,113.202,1332,0.0
Pressboard Hanging Data Binders for Unburst Sheets,112.66799999999999,1333,0.0
Xerox 213,111.456,1334,0.0
"Eldon Image Series Desk Accessories, Burgundy",111.18799999999999,1335,0.0
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76,1336,0.0
SpineVue Locking Slant-D Ring Binders by Cardinal,110.59400000000001,1337,0.0
Avery Heavy-Duty EZD  Binder With Locking Rings,110.48400000000001,1338,0.0
Self-Adhesive Removable Labels,110.25,1339,0.0
Xerox 201,110.16,1340,0.0
Xerox 204,110.16,1340,0.0
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",110.16,1340,0.0
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",110.01599999999999,1343,0.0
Recycled Premium Regency Composition Covers,110.01599999999999,1343,0.0
Avery 516,109.64999999999999,1345,0.0
"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",109.584,1346,0.0
Xerox 1962,109.568,1347,0.0
Dana Swing-Arm Lamps,108.936,1348,0.0
#10 Self-Seal White Envelopes,108.682,1349,0.0
GBC Standard Plastic Binding Systems' Combs,108.644,1350,0.0
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",108.416,1351,0.0
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",108.08,1352,0.0
3M Hangers With Command Adhesive,108.03999999999999,1353,0.0
Micro Innovations Wireless Classic Keyboard with Mouse,107.964,1354,0.0
SanDisk Cruzer 16 GB USB Flash Drive,107.912,1355,0.0
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",106.72200000000001,1356,0.0
Avery 518,106.47,1357,0.0
HP Office Recycled Paper (20Lb. and 87 Bright),106.352,1358,0.0
"Array Parchment Paper, Assorted Colors",106.288,1359,0.0
Belkin 7-Outlet SurgeMaster Home Series,106.172,1360,0.0
Avery Hanging File Binders,105.846,1361,0.0
Xerox 1900,105.288,1362,0.0
Rosewill 107 Normal Keys USB Wired Standard Keyboard,105.14399999999999,1363,0.0
Xerox 211,104.976,1364,0.0
Samsung Replacement EH64AVFWE Premium Headset,104.5,1365,0.0
Memorex Micro Travel Drive 4 GB,103.88,1366,0.0
Avery Personal Creations Heavyweight Cards,103.86,1367,0.0
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",102.619,1368,0.0
Boston 16765 Mini Stand Up Battery Pencil Sharpener,102.608,1369,0.0
"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",102.49199999999999,1370,0.0
Fellowes Black Plastic Comb Bindings,102.256,1371,0.0
Acme Titanium Bonded Scissors,102.0,1372,0.0
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.994,1373,0.0
"Linden 12"" Wall Clock With Oak Frame",101.94,1374,0.0
Xerox 1970,101.592,1375,0.0
Zebra Zazzle Fluorescent Highlighters,100.928,1376,0.0
Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,100.92,1377,0.0
Cardinal Holdit Data Disk Pockets,100.464,1378,0.0
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,100.392,1379,0.0
Prang Drawing Pencil Set,100.08,1380,0.0
Xerox Blank Computer Paper,99.9,1381,0.0
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",99.80000000000001,1382,0.0
Pressboard Data Binders by Wilson Jones,99.324,1383,0.0
Portfile Personal File Boxes,99.11999999999999,1384,0.0
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",99.06,1385,0.0
"GE 4 Foot Flourescent Tube, 40 Watt",98.868,1386,0.0
Xerox 1999,98.49600000000001,1387,0.0
Eldon Executive Woodline II Cherry Finish Desk Accessories,98.13600000000001,1388,0.0
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",97.812,1389,0.0
Fiskars Home & Office Scissors,97.68,1390,0.0
Xerox 1952,97.60799999999999,1391,0.0
Xerox 228,97.2,1392,0.0
Xerox 219,97.2,1392,0.0
Avery 495,97.02,1394,0.0
Newell 341,96.72800000000001,1395,0.0
Wilson Jones Standard D-Ring Binders,96.646,1396,0.0
Sabrent 4-Port USB 2.0 Hub,96.418,1397,0.0
Dax Clear Box Frame,96.03,1398,0.0
"Dixon My First Ticonderoga Pencil, #2",95.94,1399,0.0
Xerox 210,95.904,1400,0.0
Xerox 1957,95.904,1400,0.0
Xerox 224,95.904,1400,0.0
Avery 51,95.75999999999999,1403,0.0
Avery White Multi-Purpose Labels,95.616,1404,0.0
Acme Elite Stainless Steel Scissors,95.076,1405,0.0
Newell 31,94.99000000000001,1406,0.0
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",94.928,1407,0.0
DIXON Ticonderoga Erasable Checking Pencils,94.86,1408,0.0
Xerox 1923,94.856,1409,0.0
Storex DuraTech Recycled Plastic Frosted Binders,94.128,1410,0.0
Acrylic Self-Standing Desk Frames,93.984,1411,0.0
Avery 513,93.624,1412,0.0
Eldon Expressions Mahogany Wood Desk Collection,93.6,1413,0.0
"Tensor ""Hersey Kiss"" Styled Floor Lamp",93.52799999999999,1414,0.0
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.248,1415,0.0
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",93.22,1416,0.0
Newell 35,93.152,1417,0.0
Presstex Flexible Ring Binders,92.82,1418,0.0
Xerox 1987,92.48,1419,0.0
Xerox 196,92.47999999999999,1420,0.0
OIC Bulk Pack Metal Binder Clips,92.136,1421,0.0
Avery Binding System Hidden Tab Executive Style Index Sets,91.743,1422,0.0
Acco Translucent Poly Ring Binders,91.728,1423,0.0
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,91.68599999999999,1424,0.0
Akro Stacking Bins,91.524,1425,0.0
Penpower WorldCard Pro Card Scanner,91.475,1426,0.0
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",91.44,1427,0.0
Avery 481,91.168,1428,0.0
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.882,1429,0.0
Acme Preferred Stainless Steel Scissors,90.88,1430,0.0
Fluorescent Highlighters by Dixon,90.744,1431,0.0
Avery 48,90.72,1432,0.0
Avery Durable Slant Ring Binders With Label Holder,90.706,1433,0.0
Prang Colored Pencils,90.55199999999999,1434,0.0
Xerox 1920,89.7,1435,0.0
Xerox 1956,89.7,1435,0.0
"Avery Durable Slant Ring Binders, No Labels",89.55,1437,0.0
Xerox 1967,89.424,1438,0.0
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",89.408,1439,0.0
Avery 480,89.25,1440,0.0
Acme Design Stainless Steel Bent Scissors,88.92,1441,0.0
"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",88.896,1442,0.0
Avery 478,88.38,1443,0.0
Manco Dry-Lighter Erasable Highlighter,88.16,1444,0.0
"TOPS Money Receipt Book, Consecutively Numbered in Red,",88.11,1445,0.0
AmazonBasics 3-Button USB Wired Mouse,88.074,1446,0.0
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",87.75,1447,0.0
Advantus Map Pennant Flags and Round Head Tacks,87.69,1448,0.0
Cardinal Holdit Business Card Pockets,87.648,1449,0.0
Advantus Panel Wall Acrylic Frame,87.52,1450,0.0
Avery 508,87.398,1451,0.0
Avery Durable Binders,87.264,1452,0.0
HP Office Paper (20Lb. and 87 Bright),86.84,1453,0.0
Newell 333,86.73599999999999,1454,0.0
Xerox 1992,86.11200000000001,1455,0.0
BIC Brite Liner Highlighters,86.112,1456,0.0
Boston 16701 Slimline Battery Pencil Sharpener,86.076,1457,0.0
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",85.995,1458,0.0
Prestige Round Ring Binders,85.728,1459,0.0
Xerox 229,85.536,1460,0.0
Xerox 1986,85.50399999999999,1461,0.0
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",85.255,1462,0.0
Xerox 1932,85.056,1463,0.0
Avery 487,84.87,1464,0.0
"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",84.84,1465,0.0
Magna Visual Magnetic Picture Hangers,84.83200000000001,1466,0.0
Xerox 1954,84.48,1467,0.0
Avery 512,84.388,1468,0.0
Xerox 2000,84.24000000000001,1469,0.0
Xerox 200,84.24000000000001,1469,0.0
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",83.952,1471,0.0
Belkin iPhone and iPad Lightning Cable,83.944,1472,0.0
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",83.904,1473,0.0
Southworth Parchment Paper & Envelopes,83.712,1474,0.0
Avery 483,83.664,1475,0.0
"Master Giant Foot Doorstop, Safety Yellow",83.49,1476,0.0
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",83.44,1477,0.0
Newell Chalk Holder,83.426,1478,0.0
3M Organizer Strips,83.16,1479,0.0
Avery Durable Poly Binders,82.95,1480,0.0
OIC Stacking Trays,82.832,1481,0.0
Newell 351,82.656,1482,0.0
Things To Do Today Spiral Book,82.368,1483,0.0
Xerox 1902,82.22399999999999,1484,0.0
Zipper Ring Binder Pockets,81.744,1485,0.0
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",81.652,1486,0.0
Acme Stainless Steel Office Snips,81.424,1487,0.0
Newell 320,81.32,1488,0.0
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,81.00800000000001,1489,0.0
"Adams Telephone Message Books, 5 1/4 x 11",80.936,1490,0.0
"Verbatim Slim CD and DVD Storage Cases, 50/Pack",80.78,1491,0.0
"Quartet Omega Colored Chalk, 12/Pack",80.592,1492,0.0
Tuff Stuff Recycled Round Ring Binders,80.494,1493,0.0
Xerox 221,80.352,1494,0.0
Newell 317,79.96799999999999,1495,0.0
Eldon File Chest Portable File,79.4,1496,0.0
QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,79.22999999999999,1497,0.0
Xerox 231,79.05600000000001,1498,0.0
Xerox 1966,79.056,1499,0.0
Xerox 1946,79.056,1499,0.0
Avery 474,78.336,1501,0.0
Sterilite Show Offs Storage Containers,78.144,1502,0.0
Avery Poly Binder Pockets,78.044,1503,0.0
Fashion Color Clasp Envelopes,77.904,1504,0.0
Bulldog Table or Wall-Mount Pencil Sharpener,77.87,1505,0.0
Xerox 193,77.74000000000001,1506,0.0
Plymouth Boxed Rubber Bands by Plymouth,77.244,1507,0.0
Xerox 1963,77.088,1508,0.0
"Memo Book, 100 Message Capacity, 5 3/8 x 11",76.836,1509,0.0
Acme Value Line Scissors,76.64999999999999,1510,0.0
Xerox 1994,76.464,1511,0.0
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",76.092,1512,0.0
Newell 328,75.92,1513,0.0
Xerox 198,75.696,1514,0.0
Rogers Handheld Barrel Pencil Sharpener,75.62400000000001,1515,0.0
Fiskars Spring-Action Scissors,75.492,1516,0.0
"SmartStand Mobile Device Holder, Assorted Colors",75.49199999999999,1517,0.0
"Eldon 200 Class Desk Accessories, Black",75.36,1518,0.0
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",75.348,1519,0.0
Newell 331,75.306,1520,0.0
Xerox 22,75.168,1521,0.0
KeyTronic KT800P2 - Keyboard - Black,75.1,1522,0.0
Tops Wirebound Message Log Books,73.696,1523,0.0
"Sanford Colorific Colored Pencils, 12/Box",73.152,1524,0.0
XtraLife ClearVue Slant-D Ring Binders by Cardinal,72.912,1525,0.0
"Adams ""While You Were Out"" Message Pads",72.848,1526,0.0
"Universal Recycled Hanging Pressboard Report Binders, Letter Size",72.806,1527,0.0
Southworth Structures Collection,72.8,1528,0.0
Stacking Trays by OIC,72.708,1529,0.0
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",72.25200000000001,1530,0.0
Ibico Presentation Index for Binding Systems,72.038,1531,0.0
"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976,1532,0.0
GBC Instant Index System for Binding Systems,71.928,1533,0.0
#6 3/4 Gummed Flap White Envelopes,71.28,1534,0.0
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,71.25,1535,0.0
Xerox 1981,70.752,1536,0.0
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",70.19200000000001,1537,0.0
Xerox 1975,69.98400000000001,1538,0.0
Recycled Pressboard Report Cover with Reinforced Top Hinge,69.768,1539,0.0
Stockwell Push Pins,69.76,1540,0.0
Xerox 1899,69.36,1541,0.0
Woodgrain Magazine Files by Perma,69.136,1542,0.0
GBC Plasticlear Binding Covers,68.88,1543,0.0
Avery 52,68.634,1544,0.0
Newell 336,68.48,1545,0.0
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",68.28,1546,0.0
Avoid Verbal Orders Carbonless Minifold Book,68.276,1547,0.0
Avery Non-Stick Heavy Duty View Round Locking Ring Binders,68.172,1548,0.0
Poly String Tie Envelopes,68.136,1549,0.0
Barrel Sharpener,67.83000000000001,1550,0.0
Xerox 1897,67.72800000000001,1551,0.0
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",67.25,1552,0.0
Acco Hot Clips Clips to Go,67.116,1553,0.0
Newell 332,67.032,1554,0.0
Avery 49,66.816,1555,0.0
Wilson Jones data.warehouse D-Ring Binders with DublLock,66.663,1556,0.0
Insertable Tab Post Binder Dividers,66.566,1557,0.0
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",66.56,1558,0.0
Avery 501,66.42,1559,0.0
GBC ProClick Spines for 32-Hole Punch,66.40899999999999,1560,0.0
Avery 506,66.08,1561,0.0
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",66.03,1562,0.0
Newell 348,65.6,1563,0.0
Newell 321,65.6,1563,0.0
Pastel Pink Envelopes,65.52,1565,0.0
Avery Fluorescent Highlighter Four-Color Set,65.464,1566,0.0
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,65.34,1567,0.0
Stackable Trays,65.296,1568,0.0
Newell 343,65.268,1569,0.0
ACCOHIDE Binder by Acco,65.25399999999999,1570,0.0
Xerox 1927,65.056,1571,0.0
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,64.972,1572,0.0
"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",64.06400000000001,1573,0.0
Advantus T-Pin Paper Clips,64.042,1574,0.0
Ultra Commercial Grade Dual Valve Door Closer,63.824,1575,0.0
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",63.627,1576,0.0
Shocksock Galaxy S4 Armband,63.510000000000005,1577,0.0
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",62.946,1578,0.0
Peel & Seel Envelopes,62.856,1579,0.0
G.E. Halogen Desk Lamp Bulbs,62.82,1580,0.0
Avery 515,62.650000000000006,1581,0.0
"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",62.608000000000004,1582,0.0
Newell 350,62.32,1583,0.0
Park Ridge Embossed Executive Business Envelopes,62.28,1584,0.0
Wilson Jones Four-Pocket Poly Binders,62.13,1585,0.0
Hoover Portapower Portable Vacuum,61.824,1586,0.0
Newell 318,61.716,1587,0.0
Anker 24W Portable Micro USB Car Charger,61.544,1588,0.0
Newell 311,61.438,1589,0.0
Xerox 206,60.912000000000006,1590,0.0
Xerox 1924,60.112,1591,0.0
Spiral Phone Message Books with Labels by Adams,60.032,1592,0.0
NETGEAR RangeMax WNR1000 Wireless Router,59.976,1593,0.0
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",59.817,1594,0.0
Newell 330,59.800000000000004,1595,0.0
"Crayola Anti Dust Chalk, 12/Pack",59.696,1596,0.0
"Master Caster Door Stop, Large Brown",59.696,1596,0.0
"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",59.489999999999995,1598,0.0
"Executive Impressions 16-1/2"" Circular Wall Clock",58.784,1599,0.0
Ideal Clamps,58.69199999999999,1600,0.0
Convenience Packs of Business Envelopes,58.644,1601,0.0
Avery 500,58.48,1602,0.0
Rubber Band Ball,58.344,1603,0.0
Xerox 223,58.32,1604,0.0
Xerox 1974,57.408,1605,0.0
Binder Posts,57.4,1606,0.0
Xerox 199,57.352,1607,0.0
Avery 511,56.672,1608,0.0
Avery 494,56.376,1609,0.0
Xerox 1965,56.212,1610,0.0
"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",56.164,1611,0.0
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",56.099999999999994,1612,0.0
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",56.09,1613,0.0
Avery 493,55.974000000000004,1614,0.0
Xerox 1921,55.944,1615,0.0
GBC Standard Plastic Binding Systems Combs,55.755,1616,0.0
Advantus Push Pins,54.936,1617,0.0
Array Memo Cubes,54.908,1618,0.0
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",54.599999999999994,1619,0.0
Imation Swivel Flash Drive USB flash drive - 8 GB,54.57599999999999,1620,0.0
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",54.474000000000004,1621,0.0
Xerox 208,54.432,1622,0.0
Ampad #10 Peel & Seel Holiday Envelopes,53.760000000000005,1623,0.0
Staple-on labels,53.754000000000005,1624,0.0
Avery 492,53.568,1625,0.0
"Eldon Imàge Series Desk Accessories, Clear",53.46,1626,0.0
GBC VeloBinder Strips,52.992,1627,0.0
EcoTones Memo Sheets,52.8,1628,0.0
Anderson Hickey Conga Table Tops & Accessories,51.782,1629,0.0
Colorific Watercolor Pencils,51.6,1630,0.0
Wilson Jones Easy Flow II Sheet Lifters,51.480000000000004,1631,0.0
Avery Durable Slant Ring Binders,51.480000000000004,1631,0.0
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",51.36,1633,0.0
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,51.184000000000005,1634,0.0
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",51.120000000000005,1635,0.0
Avery 488,51.03,1636,0.0
Colored Envelopes,50.922,1637,0.0
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",50.768,1638,0.0
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",50.57,1639,0.0
Avery 496,50.25,1640,0.0
Wausau Papers Astrobrights Colored Envelopes,50.232,1641,0.0
"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",50.138000000000005,1642,0.0
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",49.980000000000004,1643,0.0
Xerox 1896,49.95,1644,0.0
Xerox 1950,49.708,1645,0.0
"TOPS Voice Message Log Book, Flash Format",49.504,1646,0.0
Xerox 218,49.248000000000005,1647,0.0
Blackstonian Pencils,49.128,1648,0.0
American Pencil,48.93,1649,0.0
Eldon Image Series Black Desk Accessories,48.852,1650,0.0
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,48.048,1651,0.0
Revere Boxed Rubber Bands by Revere,48.006,1652,0.0
Newell 33,47.988,1653,0.0
Avery 514,47.808,1654,0.0
"Master Caster Door Stop, Gray",47.752,1655,0.0
"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",47.544000000000004,1656,0.0
Newell 32,47.232,1657,0.0
"Sanford Colorific Scented Colored Pencils, 12/Pack",47.080000000000005,1658,0.0
Xerox 1953,47.08,1659,0.0
Newell 316,46.944,1660,0.0
Xerox 1998,46.656,1661,0.0
Avery 520,46.620000000000005,1662,0.0
"Stacking Tray, Side-Loading, Legal, Smoke",46.592,1663,0.0
Xerox 1972,46.464,1664,0.0
Advantus SlideClip Paper Clips,46.376000000000005,1665,0.0
Decoflex Hanging Personal Folder File,46.26,1666,0.0
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",45.919999999999995,1667,0.0
Newell 344,45.592,1668,0.0
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",45.507999999999996,1669,0.0
Avery 491,45.43,1670,0.0
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",45.396,1671,0.0
Xerox 215,45.36,1672,0.0
"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",45.15,1673,0.0
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",45.144,1674,0.0
Document Clip Frames,45.036,1675,0.0
DIXON Oriole Pencils,44.891999999999996,1676,0.0
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,44.37,1677,0.0
Avery 517,44.28,1678,0.0
Acme Kleen Earth Office Shears,44.232,1679,0.0
Kingston Digital DataTraveler 8GB USB 2.0,44.03,1680,0.0
Accohide Poly Flexible Ring Binders,43.758,1681,0.0
Boston 16750 Black Compact Battery Pencil Sharpener,43.75,1682,0.0
Disposable Triple-Filter Dust Bags,43.7,1683,0.0
Acme Rosewood Handle Letter Opener,43.67,1684,0.0
Nontoxic Chalk,42.944,1685,0.0
Newell 349,42.64,1686,0.0
Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,42.42,1687,0.0
3-ring staple pack,42.111999999999995,1688,0.0
Acco Hanging Data Binders,41.910000000000004,1689,0.0
Texas Instrument TI-15 Fraction Calculator,41.905,1690,0.0
Acco Side-Punched Conventional Columnar Pads,41.64,1691,0.0
Wilson Jones Custom Binder Spines & Labels,41.344,1692,0.0
"#10 Gummed Flap White Envelopes, 100/Box",41.3,1693,0.0
"Acco Banker's Clasps, 5 3/4""-Long",40.896,1694,0.0
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",40.896,1694,0.0
Cardinal Poly Pocket Divider Pockets for Ring Binders,40.32,1696,0.0
Xerox 207,40.176,1697,0.0
Newell 327,39.78,1698,0.0
"Eldon Regeneration Recycled Desk Accessories, Black",39.688,1699,0.0
Angle-D Ring Binders,39.384,1700,0.0
Prang Dustless Chalk Sticks,38.976,1701,0.0
Acco Expandable Hanging Binders,38.918,1702,0.0
Newell 310,38.72,1703,0.0
Acco Suede Grain Vinyl Round Ring Binder,38.641999999999996,1704,0.0
Cardinal Hold-It CD Pocket,38.304,1705,0.0
Acco 6 Outlet Guardian Basic Surge Suppressor,38.272,1706,0.0
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",38.135999999999996,1707,0.0
Peel & Stick Add-On Corner Pockets,38.016,1708,0.0
